Index,HasCreditCard,IsMale,CreditScore,Tenure,IsFromFrance,Balance,Salary,IsFromGermany,IsFromSpain,NumOfProducts,HasAnyDeposit,IsActiveMember,AgeGroup,Age,Churned
1122,1,0,809,4,1,0.0,193518.76,0,0,2,0,0,22,24,0
4391,1,0,670,3,1,47364.45,148579.43,0,0,1,1,1,37,40,1
4637,0,0,619,2,0,56116.3,2181.94,1,0,2,1,0,27,31,0
2856,1,0,710,5,0,0.0,9376.89,0,1,2,0,1,72,75,0
6661,1,0,776,5,1,0.0,143301.49,0,0,2,0,1,27,29,0
5409,1,0,682,0,0,83102.72,54132.93,0,1,2,1,1,52,54,0
1405,1,0,662,4,0,90350.77,75884.65,0,1,1,1,0,37,41,1
9080,0,0,516,1,0,0.0,112311.15,0,1,1,0,1,22,27,0
1946,0,1,734,5,1,130056.23,121894.31,0,0,1,1,0,18,22,1
5199,0,1,604,1,1,84315.02,36209.1,0,0,1,1,0,37,40,0
557,1,1,587,5,0,138241.9,159418.1,1,0,2,1,0,37,40,0
6783,1,1,585,10,1,106415.57,122960.98,0,0,3,1,1,52,55,1
8803,1,0,792,7,0,0.0,141652.2,0,1,1,0,0,37,40,0
9431,1,1,753,5,1,122568.05,82820.85,0,0,2,1,1,32,33,0
1230,1,0,575,6,0,0.0,95686.42,0,1,2,0,1,27,31,0
8841,1,1,776,2,0,0.0,176921.0,0,1,2,0,1,32,33,0
7345,1,1,762,2,1,0.0,167909.52,0,0,2,0,0,27,28,0
1129,1,0,675,2,1,155663.31,97658.66,0,0,1,1,0,27,32,0
751,0,1,649,0,1,0.0,130567.02,0,0,2,0,1,37,41,0
1148,1,0,593,5,0,101713.84,134594.99,1,0,3,1,0,27,29,0
9480,0,1,781,1,0,0.0,42117.9,0,1,2,0,0,32,35,0
9304,0,0,698,1,0,171848.38,16957.45,0,1,1,1,0,37,38,0
6001,0,0,629,10,1,99546.25,25136.95,0,0,3,1,1,32,37,1
272,1,1,733,3,0,100337.96,48559.19,1,0,3,1,0,32,34,1
5817,0,1,547,1,1,92350.36,80262.91,0,0,1,1,1,42,43,0
1127,1,0,663,8,0,122528.18,196260.3,0,1,1,1,0,32,33,0
478,1,0,611,8,1,100812.33,147358.27,0,0,2,1,0,37,40,0
2656,1,1,850,2,0,94078.97,36980.54,1,0,2,1,0,52,53,0
1352,0,0,648,9,1,120633.42,5924.38,0,0,1,1,0,52,54,1
9266,0,0,675,1,1,104016.88,22068.83,0,0,1,1,0,37,38,1
5489,1,0,410,7,1,117183.74,109733.73,0,0,1,1,1,32,35,0
1714,1,1,634,9,1,149961.11,57121.51,0,0,1,1,0,42,44,0
182,1,1,510,2,1,0.0,48071.61,0,0,2,0,1,62,65,0
3026,1,0,759,6,1,0.0,140497.67,0,0,2,0,1,37,39,0
257,1,1,727,10,1,0.0,198637.34,0,0,2,0,1,32,34,0
6618,0,0,678,1,0,123699.28,105221.76,1,0,2,1,1,52,54,0
6870,1,0,685,2,0,0.0,172576.43,0,1,3,0,1,27,30,1
5704,1,0,516,8,1,56228.25,46857.52,0,0,1,1,0,37,42,0
8981,1,0,650,3,0,165982.43,24482.16,1,0,2,1,1,32,35,0
8411,1,0,743,9,1,0.0,113436.08,0,0,1,0,0,42,46,0
1464,0,1,517,5,1,113308.84,31517.16,0,0,1,1,1,32,37,0
8948,0,0,701,2,1,160416.56,37266.43,0,0,1,1,1,42,43,0
7704,1,0,608,2,0,127924.25,32202.61,1,0,2,1,0,47,48,0
396,0,0,645,2,0,136925.09,153400.24,1,0,2,1,1,32,37,0
3377,1,0,644,4,0,77270.08,115800.1,1,0,2,1,1,37,40,1
4229,1,0,740,9,1,0.0,73225.31,0,0,2,0,1,32,37,0
2708,0,0,637,3,1,104339.56,119882.86,0,0,1,1,0,37,38,0
4376,1,1,850,8,0,60880.68,31825.84,1,0,1,1,0,37,41,0
4056,1,0,452,6,1,121730.49,142963.29,0,0,1,1,1,57,60,0
9756,1,1,806,8,0,167983.17,106714.28,1,0,2,1,1,32,36,0
2602,1,0,622,9,0,0.0,155786.39,0,1,2,0,1,37,41,0
1093,0,1,715,4,1,94267.9,152821.12,0,0,1,1,1,37,41,1
519,0,1,698,4,1,101238.24,177815.87,0,0,2,1,1,47,48,1
2933,1,0,688,9,1,0.0,191212.63,0,0,1,0,0,52,54,1
8238,1,1,649,3,1,113096.41,60335.24,0,0,1,1,1,37,39,0
1211,1,1,711,7,1,0.0,38409.79,0,0,3,0,0,47,51,1
7814,1,0,684,3,0,81245.79,69643.31,1,0,1,1,0,62,63,1
935,1,1,592,9,0,0.0,10656.89,0,1,3,0,1,32,37,0
9809,0,0,603,9,1,76769.68,48224.72,0,0,1,1,0,37,39,0
5696,1,1,787,7,1,117685.31,93360.35,0,0,2,1,1,42,46,0
6920,1,1,782,7,1,191523.09,167058.75,0,0,1,1,1,32,33,0
2220,0,0,631,6,0,125227.82,128247.03,1,0,2,1,1,32,34,0
7433,0,1,724,2,0,160997.54,64831.36,1,0,2,1,1,27,31,0
1647,1,0,570,5,0,129293.74,177805.44,1,0,1,1,0,47,50,1
7773,1,0,792,4,0,146710.76,16528.4,1,0,1,1,0,47,50,1
5652,1,0,521,0,0,125193.96,109356.53,1,0,1,1,1,57,61,0
9595,1,1,785,5,1,0.0,7008.65,0,0,2,0,1,52,55,0
8657,1,1,660,1,0,84560.04,137784.25,0,1,1,1,1,27,31,0
862,1,0,548,2,1,172448.77,188083.77,0,0,1,1,0,27,32,1
8988,0,1,766,5,0,78381.13,153831.6,0,1,1,1,1,32,36,0
2492,1,0,612,4,0,0.0,179780.74,0,1,2,0,1,22,26,0
947,1,0,599,4,0,0.0,194273.2,0,1,1,0,0,37,39,1
3403,1,0,690,5,1,157624.84,49599.27,0,0,1,1,1,22,26,0
102,0,0,623,6,1,0.0,167162.43,0,0,2,0,0,42,44,0
5053,0,1,662,0,1,105271.56,179833.45,0,0,1,1,1,37,38,0
8352,1,0,585,6,1,0.0,137757.69,0,0,2,0,1,27,30,0
6119,0,0,632,5,1,167962.7,140201.21,0,0,1,1,0,47,49,0
2905,1,0,715,3,1,0.0,152012.36,0,0,1,0,1,32,35,0
1801,1,0,713,3,1,0.0,62700.08,0,0,2,0,1,57,59,0
3229,1,0,583,10,1,0.0,111285.85,0,0,2,0,1,27,29,0
7861,0,1,659,9,1,95377.13,187551.24,0,0,1,1,1,27,32,0
9600,0,0,749,7,0,79523.13,157648.12,1,0,1,1,1,27,32,0
5940,1,1,766,4,0,127786.28,28879.3,1,0,2,1,1,27,30,0
7348,1,1,553,7,0,0.0,7680.23,0,1,2,0,0,37,42,0
984,0,0,614,6,0,128100.28,69454.24,1,0,1,1,0,32,35,1
6121,1,1,715,7,1,0.0,141359.11,0,0,1,0,1,37,40,0
5421,1,1,695,5,1,171069.39,88689.4,0,0,2,1,1,27,28,0
6604,0,0,554,10,1,74988.59,190155.13,0,0,2,1,1,32,35,0
5277,1,1,575,4,1,121823.4,50368.87,0,0,2,1,1,27,29,0
3811,1,0,477,6,1,131286.46,194144.45,0,0,1,1,0,27,30,0
7282,1,1,629,9,1,113657.83,116848.79,0,0,1,1,1,57,59,1
1491,1,0,797,8,0,0.0,117916.63,0,1,2,0,0,27,31,0
2403,1,1,531,3,1,96288.26,56794.73,0,0,1,1,0,27,31,0
5922,1,1,508,10,0,0.0,175749.36,0,1,1,0,1,52,54,0
4833,1,0,617,7,1,0.0,160589.18,0,0,1,0,1,77,79,0
498,1,1,806,5,1,80613.93,142838.64,0,0,1,1,1,37,40,0
1964,1,1,578,8,0,147487.23,66680.77,1,0,2,1,0,32,34,0
9855,1,0,681,6,0,121231.39,146366.08,0,1,1,1,1,32,37,0
5710,1,0,644,9,1,0.0,3740.93,0,0,1,0,0,37,39,0
2586,1,1,724,9,1,0.0,100240.2,0,0,2,0,1,27,28,0
21,1,1,732,8,1,0.0,170886.17,0,0,2,0,1,37,41,0
7954,1,1,622,3,0,96926.12,48553.77,1,0,2,1,0,32,33,0
7145,0,0,554,0,0,108477.27,140003.0,1,0,1,1,1,52,55,1
9832,1,0,705,1,0,156848.13,99475.95,1,0,2,1,1,47,48,1
773,0,1,589,2,1,0.0,9468.64,0,0,2,0,1,27,32,0
6811,1,0,546,9,0,86351.85,57380.13,1,0,2,1,0,37,42,0
2473,1,1,686,6,1,149238.97,97825.23,0,0,1,1,1,37,38,0
875,0,0,645,5,1,101430.3,4400.32,0,0,2,1,1,37,38,0
4880,1,0,783,3,0,81811.71,164213.53,0,1,1,1,0,42,44,1
4731,1,0,619,1,0,0.0,112442.63,0,1,1,0,0,37,38,1
463,1,0,509,3,0,108738.71,106920.57,0,1,2,1,0,22,25,0
9238,1,1,740,4,0,114318.78,129333.69,1,0,2,1,0,37,40,1
8703,0,1,541,9,1,212314.03,148814.54,0,0,1,1,1,32,37,0
1895,1,0,535,7,0,115309.75,111421.77,0,1,1,1,0,47,49,0
3534,0,0,695,5,1,0.0,72172.13,0,0,1,0,1,37,42,1
5607,1,0,492,8,0,125396.24,10014.72,1,0,1,1,0,47,52,1
7614,1,0,634,7,1,51582.5,184312.88,0,0,2,1,1,32,37,0
5411,1,0,623,4,1,0.0,41227.67,0,0,2,0,0,27,28,0
7864,1,1,746,8,1,142382.03,62086.62,0,0,1,1,1,42,47,0
1550,1,1,652,4,1,59486.31,163944.18,0,0,1,1,0,47,48,1
2247,1,0,717,6,0,0.0,93275.61,0,1,2,0,0,37,39,0
2823,1,0,569,3,0,0.0,133997.53,0,1,1,0,0,32,34,0
704,0,1,574,1,0,0.0,71709.12,0,1,2,0,1,32,36,0
8391,0,0,660,0,1,90044.32,187604.97,0,0,2,1,1,47,48,1
8429,1,0,548,2,0,108913.84,140460.01,1,0,2,1,1,32,36,0
4690,0,1,771,0,0,139825.56,170984.97,0,1,1,1,0,42,45,1
5688,0,0,505,6,0,159863.9,125307.87,1,0,2,1,1,32,37,0
9202,1,0,458,1,0,106870.12,100564.37,1,0,2,1,0,42,43,0
1391,1,0,653,9,1,0.0,96429.29,0,0,2,0,0,22,27,0
6670,0,1,517,9,1,142147.32,39488.04,0,0,1,1,0,52,56,1
955,0,0,665,2,0,156371.61,156774.94,0,1,2,1,1,37,42,1
1522,0,0,507,6,0,0.0,94780.9,0,1,2,0,1,27,29,0
2137,1,1,727,4,1,133550.67,46941.41,0,0,1,1,1,18,18,0
1913,1,0,687,4,0,78939.15,122134.56,1,0,1,1,0,27,29,1
2390,1,0,655,1,0,82231.51,88798.02,0,1,2,1,0,32,35,0
4988,1,0,452,7,1,0.0,164241.67,0,0,2,0,0,32,35,0
3107,1,0,554,6,1,0.0,181204.5,0,0,2,0,1,42,45,0
2413,1,1,754,2,1,0.0,180698.32,0,0,2,0,0,37,38,0
8481,1,1,456,5,1,107000.49,153419.62,0,0,1,1,1,27,29,0
5562,1,0,771,2,0,0.0,25222.6,0,1,1,0,1,52,56,1
7720,1,1,666,1,0,53013.29,112222.64,1,0,2,1,1,67,71,0
529,1,0,572,3,0,152827.99,38411.79,1,0,1,1,0,47,48,1
4116,0,0,580,5,1,113923.81,196241.43,0,0,2,1,0,22,23,0
8266,1,0,618,0,0,140306.38,160618.61,1,0,1,1,0,37,40,1
1761,0,1,521,5,1,110641.18,136507.69,0,0,1,1,1,37,38,1
8236,1,1,564,9,0,100252.18,146033.52,0,1,1,1,1,32,37,0
9203,1,1,528,9,1,120962.59,5419.31,0,0,1,1,0,27,31,0
5397,1,1,591,9,1,161651.37,131753.97,0,0,2,1,1,37,42,0
3852,0,1,631,1,1,149144.61,123697.95,0,0,1,1,1,22,26,0
8739,0,1,627,8,1,71240.3,127734.16,0,0,1,1,1,42,43,0
6080,1,1,609,9,0,103837.75,150218.11,1,0,1,1,1,27,31,0
9816,1,1,604,7,1,0.0,188078.55,0,0,2,0,1,32,34,0
4028,1,1,662,5,0,139822.11,146219.9,1,0,2,1,1,37,39,0
6726,0,0,603,8,0,148897.02,105052.9,1,0,1,1,0,37,40,0
3446,1,1,660,1,0,118402.25,14288.93,1,0,2,1,0,27,28,0
8842,1,1,557,1,0,113110.26,98413.1,0,1,1,1,0,32,36,0
7622,0,1,661,5,1,0.0,181461.46,0,0,2,0,0,37,39,0
4930,1,1,561,1,1,78829.53,12148.2,0,0,1,1,1,32,34,0
1281,1,1,741,4,0,0.0,73873.65,0,1,2,0,1,22,25,0
1338,1,0,710,10,0,133537.1,155593.74,1,0,2,1,0,27,30,0
2038,0,0,668,7,0,173962.32,106457.11,0,1,1,1,0,22,24,1
1091,1,0,539,4,0,91622.42,136603.42,1,0,1,1,1,32,34,0
6498,1,1,669,9,1,201009.64,158032.5,0,0,1,1,0,47,50,1
1318,1,1,789,3,1,0.0,121883.87,0,0,1,0,0,32,37,1
3227,1,1,603,1,0,105346.03,130379.5,1,0,2,1,1,32,35,0
5162,0,1,842,9,0,0.0,17268.02,0,1,1,0,0,42,46,0
7054,1,1,755,6,0,165048.5,16929.41,1,0,3,1,0,42,43,1
9450,1,1,663,8,0,123674.28,87985.2,1,0,2,1,1,27,28,0
8101,0,1,663,6,1,156218.19,33607.72,0,0,1,1,1,37,40,0
9148,0,1,636,9,1,95478.17,169286.74,0,0,1,1,0,32,35,0
9133,1,0,635,5,1,0.0,122949.71,0,0,2,0,0,32,33,0
5899,1,1,699,2,1,117468.67,185227.42,0,0,1,1,0,32,34,0
4039,1,0,469,6,0,0.0,146213.75,0,1,1,0,0,27,31,1
2851,0,0,764,5,1,81042.42,109805.17,0,0,1,1,1,37,39,0
4745,1,0,757,1,1,0.0,22835.13,0,0,1,0,1,47,51,1
2406,1,1,685,9,1,0.0,167033.83,0,0,1,0,0,32,35,0
1836,1,1,696,6,0,142316.14,8018.49,1,0,1,1,1,37,38,0
1692,1,1,591,8,0,0.0,141677.33,0,1,1,0,1,27,31,0
5353,1,0,695,1,1,0.0,141756.32,0,0,2,0,1,22,23,0
609,1,1,699,5,1,0.0,78397.24,0,0,2,0,1,32,35,0
6515,0,1,563,7,0,0.0,6139.74,0,1,2,0,0,22,26,0
5869,1,1,713,5,1,0.0,55701.62,0,0,1,0,1,42,46,0
3819,0,0,725,10,1,0.0,93777.61,0,0,1,0,1,42,44,0
7671,1,0,576,5,1,108541.04,126469.09,0,0,1,1,1,27,29,0
1149,1,1,613,3,0,0.0,41724.72,0,1,1,0,1,32,34,0
6896,1,1,610,6,0,113882.33,195813.81,1,0,1,1,0,47,49,1
1540,1,1,558,8,1,113000.92,152872.39,0,0,1,1,1,37,38,0
8267,1,0,560,1,1,0.0,3701.63,0,0,2,0,0,32,35,0
3065,1,1,506,6,0,110046.93,26318.73,0,1,2,1,0,32,35,0
1699,1,1,485,7,0,144244.59,51113.14,1,0,2,1,0,47,51,0
5369,0,0,538,3,1,75051.49,17682.02,0,0,1,1,0,57,62,1
4357,0,0,641,7,1,125437.14,164128.58,0,0,2,1,0,37,42,0
3686,0,0,695,5,0,0.0,102763.69,0,1,2,0,0,37,39,0
7865,1,1,588,2,0,0.0,12483.56,0,1,2,0,1,32,33,0
3050,1,1,615,4,1,0.0,6225.63,0,0,2,0,1,27,32,0
2250,1,1,762,9,1,0.0,43075.7,0,0,2,0,1,32,35,0
5121,1,1,663,5,1,141462.13,440.2,0,0,1,1,0,22,26,0
8640,1,1,811,6,1,0.0,180591.32,0,0,2,0,1,27,30,0
3358,0,1,658,5,0,75395.53,54914.92,1,0,2,1,1,27,29,0
8644,0,1,754,2,0,160625.17,3554.63,0,1,1,1,1,37,40,0
4569,1,1,584,8,0,40172.91,137439.34,1,0,1,1,1,27,32,0
5253,1,0,665,7,1,0.0,66548.58,0,0,2,0,1,42,44,0
1237,1,1,662,0,0,103471.52,162703.0,1,0,1,1,1,32,33,0
7409,1,1,715,2,1,141005.47,60407.93,0,0,1,1,1,32,35,0
716,1,1,786,9,1,0.0,144517.19,0,0,2,0,0,32,34,0
6104,0,1,655,10,1,0.0,126565.21,0,0,2,0,1,27,28,0
7956,1,1,732,5,0,178787.54,195760.53,1,0,1,1,1,37,38,0
8486,1,1,670,7,1,0.0,144723.38,0,0,2,0,1,22,25,0
9841,0,1,576,8,0,0.0,34101.06,0,1,2,0,1,22,26,0
8094,1,1,584,5,1,0.0,89286.29,0,0,2,0,0,42,47,0
6418,1,1,790,6,0,0.0,119484.01,0,1,2,0,1,32,37,0
7552,1,0,626,2,1,133968.96,148689.65,0,0,2,1,0,32,37,0
4071,0,1,676,1,0,131659.59,14152.15,0,1,2,1,1,47,48,0
9883,1,1,771,3,1,105229.72,16281.68,0,0,1,1,1,47,50,1
507,1,1,691,7,0,116927.89,21198.39,1,0,1,1,0,27,30,0
4001,1,1,520,5,1,0.0,163185.76,0,0,2,0,0,37,38,0
3836,1,0,718,7,0,93148.74,190746.38,1,0,2,1,1,37,39,0
930,0,0,764,7,1,106234.02,115676.38,0,0,1,1,0,22,24,0
3424,1,1,493,8,0,46161.18,79577.4,0,1,1,1,1,27,32,0
9880,1,1,486,9,0,118356.89,168034.83,1,0,2,1,0,57,62,1
6986,0,1,825,9,1,0.0,9751.03,0,0,2,0,0,27,32,0
9620,1,1,684,3,0,99967.76,176882.08,1,0,1,1,1,32,35,0
9677,1,0,585,1,1,0.0,75503.6,0,0,1,0,1,32,34,0
5285,1,1,745,3,0,99183.9,28922.25,1,0,1,1,1,47,51,0
3456,1,1,842,8,1,0.0,123437.05,0,0,2,0,1,27,29,0
3151,0,0,573,9,0,206868.78,102986.15,1,0,2,1,1,32,35,0
1008,1,1,564,7,1,99824.45,36721.4,0,0,1,1,1,37,42,0
4019,1,0,715,3,0,104857.19,114149.8,1,0,2,1,0,27,32,0
4288,1,1,714,1,0,99141.86,72496.05,1,0,1,1,1,52,53,1
6398,1,0,550,9,0,72788.03,103608.06,0,1,1,1,1,32,33,0
9066,1,0,556,7,1,0.0,186648.19,0,0,2,0,1,27,30,0
4360,1,0,545,2,0,127536.44,108398.63,1,0,1,1,0,42,44,0
4033,1,1,430,9,1,0.0,12050.77,0,0,2,0,1,37,38,0
6926,1,1,659,9,0,82916.48,84133.48,1,0,1,1,1,27,29,0
6518,1,0,628,9,0,155903.82,71159.84,1,0,2,1,1,47,51,0
4074,0,1,581,0,0,53291.86,196582.28,0,1,1,1,0,27,30,0
5465,0,0,556,2,1,134208.22,177670.57,0,0,1,1,1,32,36,0
441,0,0,626,3,1,0.0,80190.36,0,0,1,0,0,32,35,0
48,1,0,637,9,0,137843.8,117622.8,1,0,1,1,1,37,39,1
3032,1,0,678,4,1,174852.89,28149.06,0,0,1,1,1,18,22,0
1763,1,0,758,1,1,154139.45,60728.89,0,0,1,1,1,32,34,0
7273,1,0,653,0,1,121276.32,160348.31,0,0,1,1,1,72,74,0
8264,0,1,555,10,0,0.0,168605.96,0,1,2,0,1,27,32,0
5501,1,1,681,9,1,97023.21,2168.13,0,0,1,1,1,42,47,0
3505,0,0,490,3,1,116465.53,24435.77,0,0,1,1,1,32,37,0
8601,1,1,710,9,1,128284.45,32996.89,0,0,1,1,0,42,43,1
6323,0,1,735,2,1,0.0,147075.69,0,0,2,0,1,47,50,0
8123,1,0,564,2,1,45472.28,41055.71,0,0,1,1,1,52,53,1
9787,1,1,803,4,0,142929.16,114869.56,1,0,2,1,1,32,34,0
7890,1,1,600,9,0,138456.03,103548.25,1,0,2,1,1,52,57,0
2629,1,1,634,2,0,107247.69,103712.05,1,0,1,1,1,47,48,1
6020,0,0,726,9,0,0.0,100556.98,0,1,2,0,1,32,35,0
2161,0,1,727,5,1,0.0,19653.08,0,0,2,0,1,27,28,0
414,1,0,693,9,0,181461.48,187929.43,1,0,3,1,1,37,41,1
3085,1,0,770,8,1,0.0,100557.03,0,0,2,0,0,27,30,0
1096,1,1,692,4,1,0.0,76755.99,0,0,1,0,0,27,29,1
4824,1,0,786,6,0,114512.59,15796.66,0,1,1,1,0,27,32,0
4839,0,0,556,9,1,129860.37,17992.94,0,0,1,1,0,37,40,0
9811,1,1,712,10,0,0.0,94544.88,0,1,1,0,0,22,27,0
2891,0,1,586,5,0,168094.01,20058.61,0,1,1,1,0,32,34,0
8072,1,1,609,1,1,108019.27,184524.65,0,0,3,1,1,47,48,1
9104,1,0,671,3,1,0.0,158043.11,0,0,2,0,0,27,29,0
762,1,0,693,5,1,124151.09,88705.14,0,0,1,1,0,32,35,1
4211,1,1,437,2,0,109161.25,152987.42,0,1,1,1,0,27,28,0
8962,1,1,603,9,1,0.0,138328.24,0,0,1,0,0,42,44,0
9121,0,1,703,4,0,92930.92,85148.78,0,1,1,1,1,57,58,0
51,1,1,698,10,0,116363.37,198059.16,1,0,2,1,0,42,44,0
6361,1,1,413,1,0,130969.77,158891.79,1,0,2,1,1,37,39,0
5810,1,1,850,4,1,0.0,180622.02,0,0,1,0,1,27,32,0
2088,1,0,716,7,1,65971.61,14608.0,0,0,2,1,0,47,52,1
1243,1,1,696,4,0,114027.7,193716.56,1,0,1,1,1,27,30,0
3170,1,1,677,5,0,0.0,88947.56,0,1,2,0,0,37,40,0
1437,0,1,576,1,0,119336.29,58976.85,1,0,2,1,1,27,28,0
9461,1,1,744,7,0,0.0,43036.6,0,1,2,0,1,32,35,0
4666,1,1,786,3,1,0.0,92712.97,0,0,2,0,0,32,35,0
3395,1,1,466,6,1,0.0,2797.27,0,0,2,0,1,27,29,0
5217,1,1,637,3,0,172196.23,104769.96,0,1,1,1,1,42,43,0
9927,1,1,803,1,1,0.0,149370.93,0,0,2,0,1,32,36,0
7419,1,1,677,4,1,0.0,7824.31,0,0,2,0,0,32,36,0
2941,1,0,711,5,0,0.0,93959.96,0,1,2,0,1,27,28,0
681,0,1,482,5,1,97318.25,78416.14,0,0,1,1,1,52,55,0
1813,1,0,850,7,0,134678.13,113177.95,1,0,1,1,0,32,33,0
1794,1,1,629,1,0,161757.87,146371.72,0,1,2,1,1,32,36,0
1932,0,0,573,4,1,129109.02,149814.68,0,0,1,1,0,22,26,1
653,1,1,668,3,1,150461.07,108139.23,0,0,1,1,0,37,42,0
5748,0,1,542,8,0,108653.93,144725.14,0,1,1,1,1,32,34,0
9964,1,1,740,2,0,126524.11,136869.31,1,0,1,1,0,32,33,0
6687,0,1,621,3,0,163085.79,131048.36,0,1,1,1,1,47,50,0
6667,0,1,588,3,0,109109.33,4993.94,0,1,1,1,1,27,32,0
9686,0,1,593,4,1,138825.19,10828.78,0,0,1,1,0,42,45,0
7851,1,0,488,0,1,0.0,136675.22,0,0,2,0,0,32,36,0
809,1,1,598,10,0,167772.96,136886.86,1,0,1,1,1,52,53,0
9191,1,0,646,8,1,0.0,133059.15,0,0,2,0,0,42,46,0
6243,1,1,698,8,0,96781.39,153373.71,1,0,1,1,1,47,52,0
7793,1,1,590,8,1,0.0,62933.03,0,0,2,0,0,37,40,0
8961,1,0,602,8,0,113674.2,197861.16,1,0,1,1,0,22,26,1
4287,1,0,781,3,1,156555.54,175674.01,0,0,1,1,1,37,42,0
6500,1,1,782,9,1,0.0,87566.97,0,0,1,0,1,27,32,0
9015,0,1,596,7,0,121907.97,30314.04,0,1,1,1,1,57,60,0
5359,1,1,658,7,1,0.0,48378.4,0,0,2,0,0,37,39,0
8726,1,1,633,3,0,0.0,44008.91,0,1,2,0,0,22,27,0
4627,1,0,506,3,1,0.0,80823.02,0,0,1,0,1,27,32,0
9228,1,0,776,5,1,0.0,92647.94,0,0,2,0,0,27,31,0
1335,1,1,489,1,0,79460.98,167973.63,1,0,2,1,1,27,28,0
6580,0,0,496,7,1,0.0,108098.28,0,0,2,0,0,32,36,0
1587,1,0,735,4,1,0.0,149474.69,0,0,2,0,0,32,33,0
1569,1,1,676,8,1,114005.78,67998.45,0,0,1,1,1,37,40,0
5697,0,1,617,7,1,0.0,14496.67,0,0,2,0,1,37,41,0
3660,0,0,534,9,1,144801.97,12483.39,0,0,1,1,1,37,42,1
6182,1,1,570,10,1,129674.89,80552.36,0,0,2,1,0,37,39,0
7935,1,1,629,6,0,132876.55,130862.11,0,1,1,1,1,27,31,0
9215,1,0,629,10,1,0.0,43174.49,0,0,2,0,1,37,39,1
4991,0,0,659,8,0,115409.6,1539.21,0,1,1,1,1,32,33,0
9416,0,0,768,2,0,129264.05,19150.14,1,0,2,1,0,42,43,0
1422,1,1,520,5,0,110029.77,56246.69,1,0,1,1,0,27,32,0
6483,1,1,850,4,1,156001.68,151677.31,0,0,2,1,1,27,32,0
9856,1,1,706,2,0,141078.57,24402.87,0,1,1,1,1,22,24,0
2702,1,0,649,2,1,0.0,15200.61,0,0,2,0,0,27,31,0
8895,1,0,485,2,1,75339.64,70665.16,0,0,1,1,1,37,39,0
3419,1,0,792,2,1,0.0,92664.09,0,0,2,0,0,37,42,0
2552,1,0,537,3,1,0.0,91406.62,0,0,1,0,1,52,53,0
568,1,0,687,1,0,137715.66,37938.74,0,1,1,1,1,62,63,0
7181,1,1,794,8,1,0.0,24113.91,0,0,2,0,1,27,30,0
6059,1,1,668,9,0,110993.79,134396.64,1,0,1,1,0,52,56,1
3488,0,0,671,7,1,41299.03,102681.32,0,0,1,1,1,27,31,0
1831,1,1,506,5,1,0.0,127543.81,0,0,2,0,1,32,37,0
1401,0,0,684,9,1,122550.05,137835.82,0,0,2,1,1,22,27,0
3855,1,1,687,9,0,135962.4,121747.96,1,0,2,1,0,32,33,0
873,1,0,722,2,1,163943.89,15068.18,0,0,2,1,1,32,35,0
869,1,1,603,6,0,108122.39,108488.33,1,0,2,1,0,42,44,1
4520,1,1,617,7,0,0.0,27239.28,0,1,1,0,1,37,38,0
9608,1,1,674,5,1,0.0,151925.25,0,0,1,0,1,27,28,0
6367,1,1,683,9,0,124730.26,51999.5,1,0,1,1,1,72,73,0
5016,0,1,682,6,1,121818.84,124151.37,0,0,2,1,1,47,50,0
9786,0,0,455,5,1,155879.09,70774.97,0,0,2,1,0,22,27,0
7783,1,1,585,8,1,87105.32,55346.14,0,0,1,1,1,52,54,0
4723,0,1,648,0,1,0.0,117323.31,0,0,1,0,1,27,32,0
1706,1,1,452,4,1,148172.44,4175.68,0,0,1,1,1,32,35,0
7351,1,1,669,7,0,157228.61,124382.9,0,1,2,1,0,22,25,0
7144,1,0,719,7,1,0.0,125041.52,0,0,2,0,1,52,54,0
4460,1,0,672,10,0,110741.56,80778.5,1,0,1,1,0,22,23,0
2480,0,0,652,8,1,84390.8,107876.2,0,0,2,1,1,37,40,0
5467,0,1,850,3,0,137714.25,159403.68,1,0,1,1,1,27,32,0
4749,1,0,537,7,0,158411.95,117690.58,1,0,4,1,1,32,37,1
6566,1,0,663,2,1,0.0,153295.0,0,0,2,0,0,32,33,0
6016,1,1,615,4,0,155766.05,110275.17,0,1,1,1,1,57,59,0
6473,1,0,651,10,0,148962.46,66389.43,1,0,1,1,0,32,34,1
7566,1,1,708,10,1,105355.81,123.07,0,0,1,1,0,47,52,1
1933,1,0,655,5,0,0.0,41782.7,0,1,2,0,1,52,56,0
658,1,0,601,1,0,131039.97,199661.5,1,0,2,1,1,52,54,0
5585,1,0,579,9,0,0.0,112395.98,0,1,2,0,0,27,31,0
1137,0,1,750,5,1,0.0,105125.65,0,0,2,0,1,18,22,0
3457,0,1,713,6,1,94598.48,197519.66,0,0,1,1,0,32,33,1
8443,0,0,598,4,1,0.0,60894.26,0,0,2,0,0,32,34,0
2087,1,0,725,0,0,0.0,138525.19,0,1,2,0,1,27,32,0
3451,1,1,513,3,1,141004.46,105028.46,0,0,1,1,0,37,40,0
8117,1,0,640,9,0,94752.49,184006.36,1,0,1,1,0,42,43,1
1385,1,0,582,8,0,67563.31,44506.09,0,1,1,1,0,42,46,1
9830,0,1,584,1,1,115341.55,173632.92,0,0,1,1,1,37,38,0
7728,1,0,681,7,1,0.0,55054.48,0,0,2,0,1,62,63,0
